candidate_rank	word	combined_equal_corpus_ppm	hkcancor_count	cantomap_count	attested_both_spoken_corpora	cross_corpus_balance	hkcancor_top_pos	hkcancor_pos_counts	hkcancor_proper_like_share	hkcancor_jyutping_counts	cantomap_top_pos	cantomap_pos_counts	cantomap_jyutping_counts	cifu_top2000	cifu_rank	known_invalid_atomic	rime_present	rime_readings_compact	rime_source_files	review_flags	expert_status	expert_note
1513	粗口	32.520854	8	0	false	0.000000	n	n:8	0.000000	cou1hau2:8				true	1808	false	true	cou1hau2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1514	緊張	32.520854	8	0	false	0.000000	a	a:8	0.000000	gan2zoeng1:8				true	1024	false	true	gan2zoeng1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1515	聯絡	32.520854	8	0	false	0.000000	v	v:8	0.000000	lyun4lok3:8				true	1846	false	true	lyun4lok3|lyun4lok6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1516	股	32.520854	8	0	false	0.000000	Ng	Ng:6|q:2	0.000000	gu2:8				true	402	false	true	gu2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1517	自然	32.520854	8	0	false	0.000000	a	a:7|n:1	0.000000	zi6jin4:8				true	1229	false	true	zi6jin4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1518	船	32.520854	8	0	false	0.000000	n	n:8	0.000000	syun4:8				true	1967	false	true	syun4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1519	藍籌	32.520854	8	0	false	0.000000	n	n:8	0.000000	laam4cau2:8				false		false	true	laam4cau4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1520	血	32.520854	8	0	false	0.000000	n	n:8	0.000000	hyut3:8				false		false	true	hyut3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1521	補	32.520854	8	0	false	0.000000	Vg	Vg:7|v:1	0.000000	bou2:8				false		false	true	bou2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1522	謝	32.520854	8	0	false	0.000000	nr	nr:8	1.000000	ze6:8				false		false	true	ze6	jyut6ping3.chars.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1523	豬仔	32.520854	8	0	false	0.000000	nr	nr:8	1.000000	zyu1zai2:8				false		false	true	zyu1zai2	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1524	贏	32.520854	8	0	false	0.000000	v	v:8	0.000000	jeng4:8				false		false	true	jeng4|jing4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1525	踢	32.520854	8	0	false	0.000000	v	v:8	0.000000	tek3:8				false		false	true	tek3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1526	遊客	32.520854	8	0	false	0.000000	n	n:8	0.000000	jau4haak3:8				false		false	true	jau4haak3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1527	遊戲機	32.520854	8	0	false	0.000000	n	n:8	0.000000	jau4hei3gei1:8				false		false	true	jau4hei3gei1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1528	達明	32.520854	8	0	false	0.000000	nr	nr:8	1.000000	daat6ming4:8				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
1529	鄉下	32.520854	8	0	false	0.000000	n	n:4|s:4	0.000000	hoeng1haa2:8				false		false	true	hoeng1haa2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1530	開會	32.520854	8	0	false	0.000000	v	v:8	0.000000	hoi1wui2:8				true	1980	false	true	hoi1wui2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1531	阿妹	32.520854	8	0	false	0.000000	n	n:8	0.000000	aa3mui2:8				false		false	true	aa3mui2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1532	震	32.520854	8	0	false	0.000000	v	v:4|nr:4	0.500000	zan3:8				false		false	true	zan3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1533	非常之	32.520854	8	0	false	0.000000	d	d:7|n:1	0.000000	fei1soeng4zi1:8				false		false	true	fei1soeng4zi1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1534	鮓	32.520854	8	0	false	0.000000	a	a:8	0.000000	zaa2:8				false		false	true	zaa2|zaa3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1535	鼎沸	32.520854	8	0	false	0.000000	a	a:8	0.000000	ding2fat6:4|ding2fai3:4				false		false	false			single_corpus_signal|rime_absent	unreviewed	
1536	龍吐珠	32.520854	8	0	false	0.000000	n	n:8	0.000000	lung4tou3zyu1:8				false		false	false			single_corpus_signal|rime_absent	unreviewed	
1538	十二點	31.748935	4	3	true	0.952528	t	t:4	0.000000	sap6ji6dim2:4	t	t:3	sap6ji6dim2:3	true	1640	true	false			known_invalid_atomic|rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
1542	九怨樹	30.977015	0	6	false	0.000000			0.000000		t	t:3|x:1|v:1|ns:1	gau2jyun3syu6:6	false		false	false			single_corpus_signal|rime_absent|quantified_sequence	unreviewed	
1543	剔	30.977015	0	6	false	0.000000			0.000000		v	v:4|a:2	tik1:6	false		false	true	tai3|tik1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1544	勇	30.977015	0	6	false	0.000000			0.000000		n	n:3|v:1|x:1|nr:1	jung6:6	true	756	false	true	jung5	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1545	勇要會堂	30.977015	0	6	false	0.000000			0.000000		n	n:5|nz:1	jung5jiu3wui6tong4:6	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1546	北面	30.977015	0	6	false	0.000000			0.000000		n	n:4|ns:1|f:1	bak1min6:6	true	1144	false	true	bak1min6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1547	受傷	30.977015	0	6	false	0.000000			0.000000		v	v:6	sau6soeng1:6	false		false	true	sau6soeng1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1548	台蛇	30.977015	0	6	false	0.000000			0.000000		ns	ns:4|n:2	toi4se4:6	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1549	山路	30.977015	0	6	false	0.000000			0.000000		v	v:2|n:2|nr:1|x:1	saan1lou6:6	true	637	false	true	saan1lou6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1550	帳篷	30.977015	0	6	false	0.000000			0.000000		v	v:3|n:2|NZg:1	zoeng3pung4:6	false		false	true	zoeng3pung4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1551	排煙筒	30.977015	0	6	false	0.000000			0.000000		v	v:4|n:2	paai4jin1tung2:6	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1552	換言之	30.977015	0	6	false	0.000000			0.000000		d	d:4|c:1|v:1	wun6jin4zi1:6	false		false	true	wun6jin4zi1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1553	斜線	30.977015	0	6	false	0.000000			0.000000		n	n:6	ce4sin3:6	false		false	true	ce3sin3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1554	椰	30.977015	0	6	false	0.000000			0.000000		n	n:5|v:1	je4:6	true	1449	false	true	je4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1555	樹葉	30.977015	0	6	false	0.000000			0.000000		n	n:4|v:2	syu6jip6:6	false		false	true	syu6jip6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1556	濫欣	30.977015	0	6	false	0.000000			0.000000		x	x:2|n:2|a:1|nx:1	laam5jan1:6	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1557	盡頭	30.977015	0	6	false	0.000000			0.000000		n	n:6	zeon6tau4:6	false		false	true	zeon6tau4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1558	立方體	30.977015	0	6	false	0.000000			0.000000		n	n:5|x:1	laap6fong1tai2:6	false		false	true	laap6fong1tai2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1559	篤	30.977015	0	6	false	0.000000			0.000000		n	n:2|ns:1|a:1|Nsg:1|v:1	duk1:6	false		false	true	duk1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1560	組成	30.977015	0	6	false	0.000000			0.000000		m	m:3|v:2|Ng:1	zou2sing4:6	false		false	true	zou2sing4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1561	網球場	30.977015	0	6	false	0.000000			0.000000		n	n:6	mong5kau4coeng4:6	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1562	西北面	30.977015	0	6	false	0.000000			0.000000		f	f:4|n:2	sai1bak1min6:6	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1563	談	30.977015	0	6	false	0.000000			0.000000		v	v:2|n:2|x:1|vn:1	taam4:6	true	1096	false	true	taam4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1564	釘	30.977015	0	6	false	0.000000			0.000000		n	n:6	deng1:6	false		false	true	deng1|ding1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1565	頂部	30.977015	0	6	false	0.000000			0.000000		d	d:4|a:1|Ng:1	deng2bou6:6	false		false	false			single_corpus_signal|rime_absent	unreviewed	
1574	十一點	29.879286	1	5	true	0.157476	t	t:1	0.000000	sap6jat1dim2:1	t	t:5	sap6jat1dim2:5	true	1868	true	false			known_invalid_atomic|rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
1575	十點鐘	29.879286	1	5	true	0.157476	t	t:1	0.000000	sap6dim2zung1:1	t	t:5	sap6dim2zung1:5	false		false	false			rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
1581	六點	29.553476	6	1	true	0.211673	t	t:6	0.000000	luk6dim2:6	t	t:1	luk6dim2:1	false		false	false			rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
1590	一點	28.781557	2	4	true	0.393689	t	t:2	0.000000	jat1dim2:2	t	t:4	jat1dim2:4	true	1334	false	true	jat1dim2	jyut6ping3.words.dict.yaml	numeric_measure_time_sequence|quantified_sequence	unreviewed	
1598	下次	28.455747	7	0	false	0.000000	t	t:7	0.000000	haa6ci3:7				false		false	true	haa6ci3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1599	五月	28.455747	7	0	false	0.000000	t	t:7	0.000000	ng5jyut6:7				true	1873	false	true	ng5jyut6	jyut6ping3.words.dict.yaml	single_corpus_signal|numeric_measure_time_sequence|quantified_sequence	unreviewed	
1600	五點	28.455747	7	0	false	0.000000	t	t:7	0.000000	ng5dim2:7				true	1478	true	false			known_invalid_atomic|single_corpus_signal|rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
1601	些少	28.455747	7	0	false	0.000000	m	m:7	0.000000	se1siu2:7				false		false	true	se1siu2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1602	似乎	28.455747	7	0	false	0.000000	v	v:7	0.000000	ci5fu4:7				true	1350	false	true	ci5fu4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1603	停車場	28.455747	7	0	false	0.000000	n	n:7	0.000000	ting4ce1coeng4:7				false		false	true	ting4ce1coeng4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1604	兔	28.455747	7	0	false	0.000000	n	n:7	0.000000	tou3:7				false		false	true	tou3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1605	八千	28.455747	7	0	false	0.000000	m	m:7	0.000000	baat3cin1:7				false		false	false			single_corpus_signal|rime_absent|quantified_sequence	unreviewed	
1606	八萬	28.455747	7	0	false	0.000000	m	m:7	0.000000	baat3maan6:7				false		false	false			single_corpus_signal|rime_absent|quantified_sequence	unreviewed	
1607	冇事	28.455747	7	0	false	0.000000	v	v:6|z:1	0.000000	mou5si6:7				true	1071	false	true	mou5si6	jyut6ping3.words.dict.yaml	single_corpus_signal|negated_sequence	unreviewed	
1608	冚唪唥	28.455747	7	0	false	0.000000	m	m:5|a:1|d:1	0.000000	ham6baang6laang6:7				false		false	true	ham6baang6laang6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1609	刨	28.455747	7	0	false	0.000000	v	v:7	0.000000	paau4:7				false		false	true	paau4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1610	前嗰排	28.455747	7	0	false	0.000000	t	t:5|r:2	0.000000	cin4go2paai4:7				false		false	true	cin4go2paai2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1611	加拿大	28.455747	7	0	false	0.000000	ns	ns:7	1.000000	gaa1naa4daai6:7				false		false	true	gaa1naa4daai6	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1612	卡啦OK	28.455747	7	0	false	0.000000	n	n:7	0.000000					false		false	false			single_corpus_signal|rime_absent	unreviewed	
1613	卷	28.455747	7	0	false	0.000000	n	n:7	0.000000	gyun2:7				false		false	true	gyun2|gyun3|kyun4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1614	只不過	28.455747	7	0	false	0.000000	d	d:7	0.000000	zi2bat1gwo3:7				true	803	false	true	zi2bat1gwo3	jyut6ping3.words.dict.yaml	single_corpus_signal|aspect_result_sequence	unreviewed	
1615	周	28.455747	7	0	false	0.000000	nr	nr:7	1.000000	zau1:7				false		false	true	zau1	jyut6ping3.chars.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1616	商業	28.455747	7	0	false	0.000000	n	n:7	0.000000	soeng1jip6:7				true	1693	false	true	soeng1jip6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1617	喪失	28.455747	7	0	false	0.000000	v	v:7	0.000000	song3sat1:7				false		false	true	song3sat1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1618	壓力	28.455747	7	0	false	0.000000	n	n:7	0.000000	aat3lik6:7				true	931	false	true	aat3lik6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1619	壯士	28.455747	7	0	false	0.000000	n	n:7	0.000000	zong3si6:7				false		false	true	zong3si6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1620	大部份	28.455747	7	0	false	0.000000	m	m:6|a:1	0.000000	daai6bou6fan6:7				true	1037	false	true	daai6bou6fan6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1621	大隻	28.455747	7	0	false	0.000000	a	a:7	0.000000	daai6zek3:7				true	1476	false	true	daai6zek3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1622	好味	28.455747	7	0	false	0.000000	a	a:7	0.000000	hou2mei6:7				true	1902	false	true	hou2mei6	jyut6ping3.words.dict.yaml	single_corpus_signal|degree_sequence	unreviewed	
1623	好飲	28.455747	7	0	false	0.000000	a	a:7	0.000000	hou2jam2:7				false		false	true	hou2jam2	jyut6ping3.words.dict.yaml	single_corpus_signal|degree_sequence	unreviewed	
1624	姊妹	28.455747	7	0	false	0.000000	n	n:7	0.000000	zi2mui2:6|zi2mui6:1				true	1929	false	true	zi2mui2|zi2mui6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1625	家長	28.455747	7	0	false	0.000000	n	n:7	0.000000	gaa1zoeng2:7				false		false	true	gaa1zoeng2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1626	寸	28.455747	7	0	false	0.000000	a	a:4|q:2|v:1	0.000000	cyun3:7				false		false	true	cyun3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1627	專業	28.455747	7	0	false	0.000000	a	a:4|n:2|an:1	0.000000	zyun1jip6:7				true	1961	false	true	zyun1jip6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1628	市	28.455747	7	0	false	0.000000	n	n:6|Ng:1	0.000000	si5:7				true	972	false	true	si5	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1629	幫襯	28.455747	7	0	false	0.000000	v	v:7	0.000000	bong1can3:7				false		false	true	bong1can3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1630	廿五	28.455747	7	0	false	0.000000	m	m:7	0.000000	jaa6ng5:7				false		false	false			single_corpus_signal|rime_absent	unreviewed	
1631	徐	28.455747	7	0	false	0.000000	nr	nr:7	1.000000	ceoi4:7				false		false	true	ceoi4	jyut6ping3.chars.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1632	心理	28.455747	7	0	false	0.000000	n	n:7	0.000000	sam1lei5:7				true	1480	false	true	sam1lei5	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1633	怕	28.455747	7	0	false	0.000000	v	v:7	0.000000	paa3:7				true	1156	false	true	paa3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1634	意見	28.455747	7	0	false	0.000000	n	n:7	0.000000	ji3gin3:7				true	664	false	true	ji3gin3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1635	拖	28.455747	7	0	false	0.000000	v	v:7	0.000000	to1:7				true	1005	false	true	to1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1636	捧	28.455747	7	0	false	0.000000	v	v:7	0.000000	pung2:7				false		false	true	bung2|fung2|pung2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1637	搭車	28.455747	7	0	false	0.000000	v	v:6|vn:1	0.000000	daap3ce1:7				false		false	true	daap3ce1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1638	放棄	28.455747	7	0	false	0.000000	v	v:7	0.000000	fong3hei3:7				true	755	false	true	fong3hei3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1639	數字	28.455747	7	0	false	0.000000	n	n:7	0.000000	sou3zi6:7				true	1629	false	true	sou3zi6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1640	新年	28.455747	7	0	false	0.000000	t	t:7	0.000000	san1nin4:7				false		false	true	san1nin4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1641	於是	28.455747	7	0	false	0.000000	c	c:7	0.000000	jyu1si6:7				true	1085	false	true	jyu1si6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1642	日文	28.455747	7	0	false	0.000000	nz	nz:7	1.000000	jat6man2:7				false		false	true	jat6man2	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1643	星期三	28.455747	7	0	false	0.000000	t	t:7	0.000000	sing1kei4saam1:7				false		false	true	sing1kei4saam1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1644	星期六	28.455747	7	0	false	0.000000	t	t:7	0.000000	sing1kei4luk6:7				false		false	true	sing1kei4luk6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1645	晏晝	28.455747	7	0	false	0.000000	t	t:6|n:1	0.000000	aan3zau3:7				true	1791	false	true	aan3zau3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1646	曬	28.455747	7	0	false	0.000000	v	v:7	0.000000	saai3:7				true	1472	false	true	saai3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1647	曼聯	28.455747	7	0	false	0.000000	nt	nt:7	1.000000	maan6lyun4:7				false		false	true	maan6lyun4	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1648	有關	28.455747	7	0	false	0.000000	v	v:7	0.000000	jau5gwaan1:7				true	1488	false	true	jau5gwaan1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1649	梳打粉	28.455747	7	0	false	0.000000	n	n:7	0.000000	so1daa2fan2:7				false		false	false			single_corpus_signal|rime_absent	unreviewed	
1650	殺	28.455747	7	0	false	0.000000	v	v:7	0.000000	saat3:7				true	1369	false	true	saai3|saat3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1651	污糟	28.455747	7	0	false	0.000000	a	a:7	0.000000	wu1zou1:7				false		false	true	wu1zou1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1652	澳門	28.455747	7	0	false	0.000000	ns	ns:7	1.000000	ou3mun2:7				true	1722	false	true	ou3mun2|ou3mun4	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1653	煲	28.455747	7	0	false	0.000000	v	v:7	0.000000	bou1:7				false		false	true	bou1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1654	牌費	28.455747	7	0	false	0.000000	n	n:7	0.000000	paai4fai3:7				false		false	true	paai4fai3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1655	牙醫	28.455747	7	0	false	0.000000	n	n:7	0.000000	ngaa4ji1:7				false		false	true	ngaa4ji1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1656	牛油	28.455747	7	0	false	0.000000	n	n:7	0.000000	ngau4jau4:7				false		false	true	ngau4jau4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1657	犯法	28.455747	7	0	false	0.000000	v	v:7	0.000000	faan6faat3:7				false		false	true	faan6faat3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1658	發達	28.455747	7	0	false	0.000000	v	v:5|a:2	0.000000	faat3daat6:7				true	1977	false	true	faat3daat6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1659	的確	28.455747	7	0	false	0.000000	d	d:7	0.000000	dik1kok3:7				false		false	true	dik1kok3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1660	瞓覺	28.455747	7	0	false	0.000000	v	v:7	0.000000	fan3gaau3:7				false		false	true	fan3gaau3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1661	秘書	28.455747	7	0	false	0.000000	n	n:7	0.000000	bei3syu1:7				true	1594	false	false			single_corpus_signal|rime_absent	unreviewed	
1662	索償	28.455747	7	0	false	0.000000	v	v:7	0.000000	sok3soeng4:7				false		false	true	sok3soeng4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1663	考官	28.455747	7	0	false	0.000000	n	n:7	0.000000	haau2gun1:7				false		false	true	haau2gun1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1664	肥仔	28.455747	7	0	false	0.000000	n	n:7	0.000000	fei4zai2:7				false		false	true	fei4zai2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1665	舊時	28.455747	7	0	false	0.000000	t	t:6|a:1	0.000000	gau6si4:7				false		false	true	gau6si2|gau6si4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1666	茶	28.455747	7	0	false	0.000000	n	n:7	0.000000	caa4:7				true	1597	false	true	caa4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1667	荔景	28.455747	7	0	false	0.000000	ns	ns:7	1.000000	lai6ging2:7				false		false	true	lai6ging2	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1668	蝕	28.455747	7	0	false	0.000000	v	v:7	0.000000	sit6:7				false		false	true	sik6|sit6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1669	融	28.455747	7	0	false	0.000000	nr	nr:7	1.000000	jung4:7				false		false	true	jung4	jyut6ping3.chars.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1670	表現	28.455747	7	0	false	0.000000	v	v:6|vn:1	0.000000	biu2jin6:7				true	1784	false	true	biu2jin6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1671	觀眾	28.455747	7	0	false	0.000000	n	n:7	0.000000	gun1zung3:7				false		false	false			single_corpus_signal|rime_absent	unreviewed	
1672	變態	28.455747	7	0	false	0.000000	a	a:5|v:2	0.000000	bin3taai3:7				false		false	true	bin3taai3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1673	透過	28.455747	7	0	false	0.000000	v	v:7	0.000000	tau3gwo3:7				true	922	false	true	tau3gwo3	jyut6ping3.words.dict.yaml	single_corpus_signal|aspect_result_sequence	unreviewed	
1674	道	28.455747	7	0	false	0.000000	q	q:6|Ng:1	0.000000	dou6:7				true	1208	false	true	dou3|dou6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1675	邪	28.455747	7	0	false	0.000000	a	a:7	0.000000	ce4:7				true	1773	false	true	ce4|je4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1676	醫院	28.455747	7	0	false	0.000000	n	n:7	0.000000	ji1jyun2:7				true	1537	false	true	ji1jyun2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1677	鐘意	28.455747	7	0	false	0.000000	v	v:7	0.000000	zung1ji3:7				true	1272	false	false			single_corpus_signal|rime_absent	unreviewed	
1678	雞	28.455747	7	0	false	0.000000	n	n:7	0.000000	gai1:7				true	1270	false	true	gai1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1679	電	28.455747	7	0	false	0.000000	n	n:4|v:2|Ng:1	0.000000	din6:7				false		false	true	din6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1680	韓國	28.455747	7	0	false	0.000000	ns	ns:7	1.000000	hon4gwok3:7				false		false	true	hon4gwok3	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1681	題	28.455747	7	0	false	0.000000	q	q:6|n:1	0.000000	tai4:7				false		false	true	tai4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1682	類型	28.455747	7	0	false	0.000000	n	n:7	0.000000	leoi6jing4:7				false		false	true	leoi6jing4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1683	風氣	28.455747	7	0	false	0.000000	n	n:7	0.000000	fung1hei3:7				false		false	true	fung1hei3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1684	飲茶	28.455747	7	0	false	0.000000	v	v:7	0.000000	jam2caa4:7				false		false	true	jam2caa4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1685	餐廳	28.455747	7	0	false	0.000000	n	n:7	0.000000	caan1teng1:7				false		false	true	caan1teng1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1686	香港人	28.455747	7	0	false	0.000000	nz	nz:7	1.000000	hoeng1gong2jan4:7				false		false	true	hoeng1gong2jan4	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
1687	鬧	28.455747	7	0	false	0.000000	v	v:7	0.000000	naau6:7				true	1329	false	true	naau6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1688	鴨	28.455747	7	0	false	0.000000	n	n:7	0.000000	aap2:6|ngaap3:1				false		false	true	aap2|aap3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
1689	龍珠	28.455747	7	0	false	0.000000	nz	nz:4|nt:3	1.000000	lung4zyu1:7				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
1694	記住	27.683828	3	3	true	0.787379	v	v:3	0.000000	gei3zyu6:3	v	v:3	gei3zyu6:3	true	1247	false	true	gei3zyu6	jyut6ping3.words.dict.yaml	aspect_result_sequence	unreviewed	
1706	三角	25.814179	0	5	false	0.000000			0.000000		n	n:5	saam1gok3:5	false		false	true	saam1gok3	jyut6ping3.words.dict.yaml	single_corpus_signal|quantified_sequence	unreviewed	
1707	上半	25.814179	0	5	false	0.000000			0.000000		m	m:2|t:2|ns:1	soeng6bun3:5	false		false	true	soeng6bun3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
1708	不規則	25.814179	0	5	false	0.000000			0.000000		v	v:2|n:2|d:1	bat1kwai1zak1:5	false		false	false			single_corpus_signal|rime_absent	unreviewed	
